absorbiendo,1,0,0
absorto,1,0,0
abstenia,0,0,1
abstraccion,0,1,0
absurdas,0,0,1
absurdo,1,2,0
abuela,2,2,0
abuelo,3,0,0
abuelos,1,0,0
abultada,0,1,2
abultados,0,2,0
abundan,0,0,1
abundancia,2,1,0
abundando,0,0,1
abundante,0,3,0
abundantes,0,1,4
aburre,0,1,0
aburrido,0,1,0
aburrimiento,1,0,0
abusado,0,1,0
abusando,0,0,1
abusar,1,0,1
abuses,0,0,1
abyectos,0,1,0
abylssuha,0,0,1
acaba,1,5,5
acababa,4,6,4
acababan,2,1,0
acabado,1,1,2
acabais,0,0,1
acabamos,0,0,1
acaban,1,0,0
acabando,0,2,0
acabar,3,1,1
acabara,1,4,2
acabaran,0,1,0
acabaras,0,0,1
acabare,0,1,0
acabaria,3,0,0
acabarian,0,1,0
acabaron,3,1,6
acabarse,0,0,1
acabas,0,0,4
acabase,1,0,1
acabe,0,2,7
acabemos,0,4,0
acabes,0,0,2
acabo,10,8,18
academia,0,0,1
academico,0,0,1
academicos,0,0,1
acaecidos,0,1,0
acalorada,0,1,0
acalorado,0,1,0
acapulco,0,6,0
acaricia,0,1,0
acariciaba,1,1,1
acariciando,4,1,1
acariciandole,1,0,0
acariciandolo,1,0,0
acariciar,0,4,0
acariciarlo,1,0,0
acariciarme,0,0,1
acariciate,0,0,2
acaricio,1,0,0
acarreo,0,0,1
acartonado,0,1,0
acaso,4,12,7
acaudillaba,0,1,0
accede,0,1,0
acceder,0,2,0
accediendo,0,1,0
acceso,0,1,0
accesos,0,0,2
accidentada,0,1,0
accion,2,0,7
acciones,1,1,2
acecho,3,1,2
aceite,0,0,1
aceitunas,0,0,1
aceleraba,1,0,0
aceleradas,0,1,0
acelerado,0,1,0
acelerando,1,0,0
acelerar,0,2,0
acento,1,19,1
acentuacion,0,1,0
acentuando,1,0,0
aceptan,0,0,1
aceptar,1,0,2
aceptara,0,1,0
aceptare,0,0,1
aceptarlo,0,0,1
aceptaron,0,0,1
acepte,0,0,1
acepto,0,0,3
acequia,6,0,0
acequias,1,0,0
acera,2,0,0
aceras,2,0,0
acerca,0,6,5
acercaba,2,2,1
acercabamos,0,0,1
acercaban,0,2,0
acercado,0,0,1
acercandome,0,0,1
acercandose,0,1,1
acercara,0,0,1
acercarme,0,0,2
acercaron,0,0,3
acercaronse,1,0,1
acercarse,0,3,4
acercarsele,0,1,0
acercarsenos,0,0,1
acercase,0,0,1
acercate,0,0,1
acerco,1,3,23
acercose,0,1,0
acero,2,0,1
acerque,0,0,1
acerques,0,2,0
acerquese,0,1,0
acertaba,0,0,1
acertadamente,0,1,0
acertando,0,0,1
acerte,0,0,1
achacaba,1,0,0
achacosa,0,1,0
achaques,0,2,0
achatadas,1,0,0
achatado,1,0,0
achicadores,1,0,0
achicharrado,0,1,0
aciago,0,1,0
acicalarse,0,1,0
acierta,0,1,0
acierto,0,1,0
aclamaban,0,1,0
acoge,0,1,0
acogerte,0,0,1
acogia,0,1,0
acogiale,1,0,0
acogian,0,1,0
acogida,0,0,7
acogido,0,0,1
acogio,1,4,0
acolito,1,0,0
acomete,0,1,0
acometedores,0,1,0
acometia,1,0,0
acometido,0,3,0
acometiendo,0,0,1
acometiera,0,1,0
acometieron,0,1,0
acometio,0,0,1
acomodadas,0,1,0
acomodarse,0,0,1
acompasada,0,1,0
acompasadamente,0,1,1
acompasado,1,0,0
acompasados,0,1,0
acompaña,0,1,1
acompañaba,4,0,1
acompañaban,0,1,1
acompañad,0,1,0
acompañado,1,2,1
acompañados,0,1,0
acompañala,0,0,1
acompañamiento,3,4,0
acompañan,0,1,0
acompañante,0,2,0
acompañar,1,1,0
acompañara,0,0,1
acompañaria,1,0,0
acompañarme,0,0,1
acompañarnos,0,0,1
acompañaron,1,1,1
acompañase,0,1,2
acompañases,0,0,1
acompañe,0,0,1
acompaño,0,0,1
aconseja,0,1,0
aconsejaba,1,0,0
aconsejaban,1,0,0
aconsejado,0,0,2
aconsejan,0,1,0
aconsejar,0,0,1
aconsejarla,0,1,0
aconseje,0,1,0
aconsejo,0,0,2
acontecimientos,0,2,1
acontecio,0,0,1
acopio,0,0,1
acordaba,1,0,0
acordado,1,0,0
acordaras,0,1,0
acordarse,0,1,0
acorde,0,0,2
acosado,1,0,0
acosaran,0,0,1
acostada,1,0,2
acostado,0,1,1
acostamos,0,0,1
acostandose,1,0,0
acostara,0,0,1
acostarme,0,0,2
acostarse,1,1,1
acoste,0,0,1
acosto,1,0,4
acostumbraba,0,0,1
acostumbrada,1,1,1
acostumbrado,3,2,0
acostumbrados,1,0,1
acostumbrarse,1,0,0
acrecentada,1,0,0
acrecentado,0,0,1
acribillado,2,0,0
acribillando,0,1,0
actas,1,0,0
actitud,1,17,0
actitudes,0,1,0
actividad,1,2,0
activo,0,1,0
actor,1,1,0
actores,0,1,0
actos,0,13,0
actual,0,1,1
actuales,0,1,0
actualidad,0,1,0
actualmente,0,2,0
acuchillados,0,2,0
acuchillo,0,1,0
acude,0,1,0
acudia,1,0,0
acudian,3,2,0
acudiendo,1,0,0
acudieron,2,1,2
acudio,1,2,4
acudir,1,2,0
acudire,0,0,1
acudiria,0,1,0
acuerda,1,2,0
acuerdate,0,1,0
acuerde,0,1,1
acuerdo,0,2,1
acuesta,0,0,1
acumulaban,0,0,1
acumulado,0,0,1
acumulados,0,0,1
acurruco,0,0,1
acusaban,0,1,0
acusador,0,1,0
acusandole,0,1,0
acusandose,1,0,0
acusarle,1,0,0
acuso,0,2,0
acustica,0,1,0
adaptaba,0,1,0
adaptacion,0,0,4
adaptaciones,0,0,1
adaptador,0,0,1
adelantaba,1,1,0
adelantada,0,1,0
adelantado,0,2,0
adelantasen,2,0,0
adelante,6,17,0
adelanto,0,1,3
ademan,0,3,2
ademanes,1,3,1
ademas,5,29,23
adentro,5,0,1
adepta,0,1,0
adherente,1,0,0
adherida,0,0,1
adheridas,0,1,0
adherirse,0,0,1
adhesion,0,2,0
adhiriendose,0,0,1
adicto,0,2,0
adiestrado,0,0,1
adios,2,5,1
adivina,1,0,3
adivinaba,1,1,0
adivinabase,0,1,0
adivinacion,0,0,1
adivinado,2,2,0
adivinando,1,1,0
adivinar,0,7,2
adivinara,2,2,0
adivinas,0,1,0
adivino,1,2,0
administra,0,0,1
administracion,0,1,0
administrador,0,9,0
administrando,0,0,1
admiraba,1,1,0
admirable,0,1,4
admirablemente,0,1,1
admiracion,3,9,5
admirada,0,1,0
admiradas,0,0,1
admirado,1,3,2
admirador,2,0,0
admiradores,0,1,0
admirados,0,0,1
admirando,0,1,2
admirandole,1,0,0
admirar,0,0,1
admiro,0,1,0
admite,0,1,1
admiten,1,0,0
adolescencia,0,0,3
adolescente,0,0,1
adonde,1,2,4
adoptando,0,2,0
adoptar,0,4,0
adoptare,0,0,1
adoptaron,0,1,0
adoraba,2,1,0
adorable,2,2,1
adorables,3,0,2
adoracion,1,2,2
adorad,0,0,1
adorada,0,4,0
adorado,0,1,1
adorador,0,4,0
adoradores,0,2,1
adore,0,1,0
adores,1,0,0
adormecido,1,0,0
adormecidos,1,0,0
adornaban,0,1,0
adornada,0,1,1
adornadas,0,0,2
adornado,0,1,2
adornandolas,0,0,1
adornar,0,0,1
adorne,0,0,1
adorno,0,1,0
adornos,1,2,0
adoro,0,1,0
adquiero,0,1,0
adquirida,0,1,0
adquirido,0,1,1
adquiridos,0,0,1
adquiriendo,0,0,1
adquirieran,0,1,0
adquirio,0,0,1
adquirir,2,2,1
adquirirlas,0,1,0
aduana,0,1,0
aduanas,1,1,0
aduares,0,0,1
adulacion,1,2,0
adulador,0,1,0
adular,0,1,0
adultera,0,0,1
adulteras,0,2,1
adulterino,0,0,1
adulterio,0,0,1
adusto,0,1,0
advertencia,1,0,0
adverti,0,0,5
advertir,0,1,3
advierto,0,3,0
advirtio,0,0,2
aereos,0,0,1
afabilidad,1,0,0
afable,0,1,0
afana,0,1,0
afeaba,0,1,0
afeado,1,1,0
afean,0,1,0
afear,0,1,0
afeccion,0,1,0
afecta,0,1,0
afectada,0,3,0
afecto,3,6,1
afectos,0,1,0
afectuoso,0,1,1
afeitada,1,0,1
afeitadas,0,0,3
afeitado,0,0,3
afeitara,0,1,1
afeitarme,0,0,1
afeite,0,0,2
afeminada,1,0,0
aficion,1,5,1
aficionada,0,2,0
aficionadisimo,0,0,1
aficionado,0,0,2
aficiones,0,8,0
afiladas,0,1,0
afiladisimo,0,0,1
afilado,0,0,1
afinado,0,0,2
afirma,0,1,1
afirmaban,2,1,0
afirmando,1,0,1
afirmar,1,1,0
afirmas,0,0,2
afirmativamente,1,0,0
afirmativo,0,1,0
afirmativos,0,1,0
afirmo,0,2,2
afliccion,0,0,9
aflicciones,0,0,3
aflige,0,0,1
afligi,0,0,1
afligia,0,0,1
afligian,0,0,1
afligida,0,0,2
afligidas,0,1,0
afligidisimo,0,0,2
afligido,0,0,3
afligiendose,0,0,1
afligimos,0,0,1
afligio,0,0,2
afligirme,0,0,1
afligirse,0,0,1
afluian,1,0,1
afortunadamente,0,6,1
afortunado,0,1,20
afrancesadas,0,1,0
afrancesados,0,1,0
africa,4,1,0
africano,2,0,0
afrodisiaca,0,0,1
afrontado,1,0,0
afrontar,1,0,0
afsanah,0,0,1
afuera,2,0,1
afueras,8,0,0
agachandose,1,0,0
agallas,2,0,0
agarraba,2,0,0
agarrada,2,0,0
agarradas,1,0,0
agarrado,4,0,0
agarrados,1,1,0
agarrandole,0,1,0
agarrandome,0,0,1
agarrarme,0,0,1
agarraron,0,1,1
agarrarse,1,0,0
agarro,5,3,0
agarrose,1,0,0
agente,0,10,0
agentes,0,7,0
agita,1,1,0
agitaba,1,2,0
agitaban,1,4,0
agitabanse,1,0,0
agitabase,1,0,0
agitacion,0,3,0
agitaciones,0,3,0
agitada,1,0,0
agitadamente,0,1,0
agitadas,0,1,0
agitado,0,2,0
agitador,0,1,0
agitados,0,1,0
agitando,3,2,0
agitandose,1,2,0
agitaron,1,0,0
agitarse,0,0,4
agites,0,1,0
agito,1,3,1
aglomeracion,0,1,0
agobiado,1,0,0
agobiados,0,1,0
agolpaban,1,0,0
agolpada,0,1,0
agolpandose,0,1,0
agonia,1,1,0
agonice,0,1,0
agosto,2,2,0
agota,0,1,0
agotadas,1,0,0
agotado,0,0,2
agotan,0,0,1
agotaron,0,1,0
agoto,0,0,1
agraciado,0,1,0
agrada,0,1,0
agradable,0,3,7
agradables,0,2,2
agradar,0,1,0
agradecer,0,5,2
agradecerle,0,0,1
agradecia,1,0,0
agradecida,0,3,0
agradecido,1,0,0
agradecidos,1,0,0
agradecimiento,1,3,0
agradecimientos,0,1,0
agradezco,0,1,0
agrado,0,2,2
agredirse,1,0,0
agrega,0,0,1
agregado,0,2,0
agresiva,2,0,0
agresor,1,0,0
agresores,0,1,0
agricultura,0,0,1
agrietaban,1,0,0
agrupasen,0,1,0
aguantando,1,0,0
aguante,2,0,0
aguarda,0,1,1
aguardaba,1,2,0
aguardabales,0,1,0
aguardaban,1,1,0
aguardad,0,0,1
aguardan,0,1,0
aguardando,2,0,5
aguardandote,0,0,1
aguardar,1,0,1
aguardara,0,1,0
aguardaras,0,0,1
aguardare,0,0,1
aguarde,0,0,1
aguardentosa,0,1,0
aguardo,0,1,2
aguas,14,1,4
agudas,0,1,0
agudo,2,0,1
agudos,2,1,1
aguerridos,0,1,0
aguijon,0,1,0
aguila,0,0,2
aguja,0,0,5
agujereada,1,0,0
aguzando,0,1,0
agüelo,3,0,0
agüero,0,1,5
ahjam,0,0,1
ahjami,0,0,1
ahlan,0,0,3
ahogabamos,1,0,0
ahogada,1,0,0
ahogadas,0,1,0
ahogado,1,0,1
ahogados,1,0,0
ahogan,0,0,1
ahogandose,0,1,1
ahogar,1,1,0
ahogaran,1,0,0
ahogo,0,0,2
ahora,33,54,56
ahorcar,0,1,1
ahorco,0,1,0
ahorque,0,2,0
ahorrillos,1,0,0
ahorro,0,1,0
ahorros,2,0,0
ahumada,1,0,0
airadamente,0,0,1
airado,0,1,0
airecillo,0,1,0
aires,1,1,6
airosa,0,1,0
airoso,1,1,0
aislado,0,1,0
aislamiento,2,0,0
aislarme,0,0,2
aislarse,1,1,0
ajedrez,0,0,1
ajena,1,0,0
ajenas,0,1,0
ajeno,1,0,0
ajenos,1,1,1
ajorcas,0,0,1
ajuar,0,0,1
ajustados,0,1,0
ajustandose,0,0,1
ajustar,1,1,0
ajustarse,1,0,0
ajusticiado,0,1,0
ajusto,0,0,1
akbar,0,0,2
aknamus,0,0,2
alabada,0,1,0
alabado,0,1,3
alabando,0,0,1
alabanza,0,0,2
alabanzas,0,0,2
alabarte,0,0,1
aladino,0,0,1
alagon,0,14,0
alahu,0,0,2
alamares,0,1,0
alambicadas,0,1,0
alambrera,0,1,0
alameda,0,1,0
alarcon,0,0,1
alardeando,0,1,0
alargaba,0,1,1
alargando,0,0,1
alargue,0,0,1
alarido,1,0,0
alaridos,1,0,0
alarma,0,3,0
alarmaba,0,1,0
alarmado,1,0,0
alarmando,0,1,0
alarmante,0,2,0
alarmantes,1,0,0
alarme,0,0,1
alarmo,0,1,0
albacete,4,0,0
albahaca,0,0,4
albañiles,2,0,0
alberga,0,1,1
albergaban,1,0,0
alborotaba,1,0,0
alborotaban,1,0,0
alborotado,1,1,0
alborozadas,0,1,0
alborozados,1,0,0
alcahuete,0,1,0
alcala,0,1,0
alcalde,7,1,0
alcaldes,4,1,0
alcance,1,1,2
alcances,1,0,0
alcanfor,1,0,0
alcanza,0,2,0
alcanzaba,1,0,0
alcanzaban,2,0,0
alcanzan,0,0,1
alcanzar,0,3,3
alcanzara,1,0,1
alcanzarla,0,0,3
alcanzarlo,0,0,1
alcanzaron,1,0,0
alcanzo,0,0,1
alcarraza,0,0,1
alcazar,1,2,0
alcoba,1,8,0
alcohol,0,1,0
alegaba,0,1,0
alegraba,2,0,0
alegrado,0,0,1
alegrara,0,0,1
alegraria,1,0,0
alegraron,0,0,2
alegrasen,1,0,0
alegrate,1,0,0
alegre,6,5,9
alegremente,1,1,0
alegres,5,3,1
alegria,1,15,22
alegrias,1,1,0
alegro,1,1,10
alejaba,1,0,1
alejaban,2,1,0
alejado,0,1,2
alejale,0,0,1
alejando,0,1,0
alejandome,0,0,1
alejandria,0,0,1
alejandro,0,2,0
alejar,0,1,0
alejara,0,1,0
alejarme,1,0,0
alejaron,0,0,1
alejarse,0,1,0
alejarte,0,0,1
aleje,0,1,2
alejemonos,1,1,0
alejo,3,0,2
aleph,0,0,1
alepo,0,0,1
aleros,2,1,0
alerta,0,1,0
aletas,1,0,0
aleteadores,0,1,0
aleteo,2,0,0
alfanje,0,0,11
alfanjes,0,0,2
alfilerazos,1,0,0
alfombra,0,2,2
alfombras,1,1,4
alfonso,0,1,0
alfredo,0,0,1
algaradas,0,2,0
algarrobas,1,0,0
algarrobos,2,0,0
algas,2,0,0
algido,0,1,0
algodon,1,0,0
alguacil,3,0,0
alguaciles,0,1,0
alguien,9,5,9
algun,11,35,12
alguna,10,18,12
algunas,7,23,8
alguno,3,10,3
algunos,19,34,11
alheña,0,0,1
aliada,0,1,0
aliados,0,0,1
alianza,0,2,0
alicante,2,0,0
aliento,1,0,1
alijo,0,1,0
alimaña,1,0,0
alimentado,0,0,1
alimentar,0,0,2
alimentos,0,0,1
alisate,0,0,1
aliteraciones,0,0,2
alivia,0,0,1
aliviaron,0,0,1
almacen,0,1,0
almanaque,1,0,0
almansa,0,2,0
almas,2,0,2
almea,0,0,2
almendra,0,0,1
almendras,0,0,4
almibarado,0,1,0
almirante,2,0,0
almizclada,0,0,1
almizcle,0,0,4
almohadones,2,0,0
almuerzo,0,1,0
alojar,1,0,0
alojarme,1,0,0
alquilado,1,0,1
alquiler,1,2,0
alquilo,0,0,1
alquitran,1,0,0
alrededor,0,4,3
alrededores,0,1,1
altamira,0,0,2
altanera,0,1,0
altar,1,5,0
altares,1,0,0
altas,0,2,1
alter,0,1,0
alteran,0,1,0
altisimo,0,2,22
altiva,0,1,0
altivez,1,1,0
altivo,1,0,0
altos,0,4,2
altura,2,3,2
alturas,2,2,0
alucinaciones,1,0,0
aludia,0,1,0
aludo,0,0,1
alumbraba,0,1,0
alumbrada,0,0,1
alumbrado,0,0,2
alumbrar,0,1,1
alumbraron,1,0,0
alvarez,0,15,0
alveolos,1,0,0
alzabase,0,1,0
alzan,1,0,0
alzando,0,0,1
alzandose,0,1,0
alzar,1,0,0
amaba,4,6,3
amabilidad,0,3,0
amable,1,5,0
amables,0,2,1
amada,0,10,3
amadas,0,0,2
amadeo,0,1,0
amado,1,6,6
amaestrado,0,1,0
amainaba,1,0,0
amais,0,0,1
amalgamarse,1,0,0
amame,0,1,0
amamos,0,1,0
amanecer,2,4,7
amanecido,1,0,0
amanecio,1,0,3
amanerado,0,1,1
amante,2,19,4
amantes,0,4,1
amantisima,1,0,0
amanuense,0,6,0
amarga,0,1,0
amargado,0,1,0
amargamente,0,0,2
amargas,0,0,1
amargo,0,0,1
amargos,0,0,1
amargura,1,2,3
amarilla,1,0,0
amarillas,2,0,0
amarillea,0,0,1
amarillenta,2,0,0
amarillentas,0,1,0
amarillento,1,1,0
amarillentos,0,1,0
amarillo,2,0,3
amarillos,0,0,2
amarla,0,0,1
amarradlos,0,0,1
amarse,1,0,0
amarus,0,0,1
amasado,1,0,0
ambar,0,0,6
ambas,0,3,5
ambicion,0,5,0
ambicionando,1,0,0
ambicioso,0,2,0
ambiciosos,0,1,0
ambiente,5,3,0
ambigüedades,0,1,0
ambos,1,3,17
amena,0,1,0
amenaza,3,2,2
amenazaba,3,1,0
amenazabamos,0,1,0
amenazaban,0,1,0
amenazada,0,1,0
amenazador,1,0,0
amenazadoras,0,1,0
amenazandole,0,1,0
amenazante,1,1,0
amenazara,0,1,0
amenazaron,0,0,1
amenazas,5,4,0
amenguarnos,0,0,1
amenidad,0,0,1
amenizado,1,0,0
america,1,2,4
americana,2,1,1
americano,1,1,0
americanos,0,1,0
americas,0,0,1
amiga,0,1,3
amigable,0,1,0
amigablemente,1,0,0
amigas,1,1,0
amigo,10,11,16
amigos,15,13,11
amigote,1,0,0
amigotes,1,1,0
amina,0,0,12
amistad,0,2,3
amistades,2,1,1
amistosa,1,0,3
amistosamente,0,0,1
amnistias,0,2,0
amolda,0,1,0
amoldaba,0,1,0
amoldarse,0,1,0
amonestado,0,1,0
amontonaban,0,1,0
amontonabanse,1,0,0
amontonada,0,0,1
amontonamiento,1,0,0
amontonamientos,0,0,1
amontonaron,0,0,1
amoratada,0,1,0
amordazar,0,1,0
amores,2,9,5
amorios,1,0,0
amorosa,0,7,0
amorosas,0,1,0
amoroso,0,2,1
amorosos,0,3,2
amortigua,0,1,0
amortiguaban,0,1,0
amortiguada,0,1,0
amortiguadas,0,2,0
amortiguado,0,1,0
amortiguados,0,2,0
amoscado,0,1,0
amparada,0,1,0
amparado,0,1,0
amparandose,0,1,0
ampararon,1,0,0
amparo,0,1,0
amplia,0,0,3
amplias,0,1,1
amplio,0,1,0
amplios,1,0,0
amputaciones,0,0,2
amputados,0,0,1
anacronismo,0,1,0
anales,0,0,2
analizar,0,1,0
analogia,0,1,0
anastina,0,0,2
ancestrales,0,0,1
ancha,2,2,2
anchas,1,1,0
ancho,1,1,2
anchura,0,1,1
anciana,0,0,3
anciano,1,1,16
anclas,2,1,0
anclo,0,0,1
andaba,1,3,1
andaban,1,1,0
andado,0,1,0
andaluces,1,0,0
andalucia,0,1,0
andamio,2,0,0
andando,1,0,7
andante,1,0,0
andantes,0,1,0
andar,3,3,8
andaria,0,1,0
andas,1,0,0
anden,2,0,0
andrajo,0,1,0
andres,0,8,0
anduve,0,0,3
anduvieron,0,1,1
anduvimos,0,0,1
anduvo,0,0,2
anecdotas,0,0,1
anemia,0,2,0
anemonas,0,0,3
angel,1,4,0
angeles,1,0,0
angelica,0,1,0
angelical,0,2,0
angosta,1,2,0
angosto,1,0,0
angulema,0,4,0
angulo,0,0,5
angulos,1,0,0
angulosa,1,0,0
angulosos,0,1,0
angustia,2,2,0
angustiaba,1,0,0
angustiada,0,1,0
angustiado,0,1,0
angustias,1,0,0
angustiosa,0,0,1
anhelaba,0,0,1
anhelar,0,0,1
anhelo,1,2,1
anhelos,0,0,1
anibal,0,1,0
anillos,0,0,2
anima,0,1,0
animaba,1,2,0
animada,0,1,0
animadas,0,0,1
animado,3,0,0
animados,0,1,0
animal,7,5,2
animales,4,1,2
animandose,2,0,0
animar,1,1,0
animas,1,0,0
animo,0,14,1
animos,0,0,2
animoso,0,0,2
animosos,1,0,0
aniquilado,0,0,2
aniquilamiento,0,0,2
aniquilarte,0,1,0
anita,1,0,0
aniversario,0,0,1
aniñados,0,1,0
annunzio,0,0,1
anoche,0,1,0
anochecer,5,5,8
anochecio,0,0,2
anonadada,1,1,0
anonadado,1,5,0
anonadados,1,1,0
anonado,1,0,0
anonimo,1,0,1
anonimos,0,1,0
anormal,0,2,0
anotaba,0,1,0
anotado,0,1,0
anotando,0,0,1
ansia,2,4,0
ansiaba,3,3,0
ansiada,0,2,0
ansiado,0,1,0
ansiando,1,0,0
ansiedad,2,2,0
ansiosa,2,0,0
ansiosamente,1,3,0
ansiosas,1,0,0
ansioso,0,1,0
antaño,0,1,0
anteanoche,0,1,0
anteayer,0,1,0
antebrazo,0,1,0
antecamara,0,1,0
antecamaras,0,2,0
antecedente,0,1,0
antecedentes,0,1,0
antecesores,0,1,0
antena,2,0,0
antepasados,0,0,1
anterior,6,14,4
anteriores,1,4,1
anteriormente,0,0,3
antes,38,66,42
antesalas,0,1,0
anticipa,0,0,1
anticipadamente,1,0,1
anticonstitucional,0,1,0
antidoto,0,0,1
antigua,2,8,8
antiguas,0,1,1
antiguo,4,17,4
antiguos,8,7,4
antigüedad,0,0,3
antillas,1,1,0
antipatica,0,1,0
antipatico,0,3,0
antiquisimo,0,0,1
antojabasele,1,0,0
antojo,0,1,3
antonio,28,73,0
antorcha,0,0,2
antorchas,0,1,2
antoñico,10,0,0
antro,2,2,0
antropofagas,0,0,1
anual,0,0,2
anudaban,1,0,0
anudados,1,0,0
anuncia,0,1,0
anunciaba,2,1,0
anunciando,0,1,0
anunciar,0,4,0
anunciaron,0,0,1
anunciaros,0,1,0
anunciarse,0,0,1
anunciarte,0,0,1
anunciasen,0,0,1
anuncie,0,1,1
anuncio,0,3,2
anuncios,1,0,0
anzuelo,4,1,0
apagada,0,1,0
apagadas,1,0,0
apagado,0,1,0
apagados,1,0,0
apalear,1,0,0
aparatos,1,0,0
aparece,0,1,2
aparecen,0,0,1
aparecer,0,1,16
aparecia,2,4,7
aparecian,1,1,1
aparecido,0,0,1
apareciera,0,1,0
aparecieron,1,2,3
aparecio,3,1,14
apareciste,0,0,1
aparejo,5,0,0
aparejos,1,0,0
aparentaba,0,0,1
aparente,1,1,0
aparentemente,0,1,0
aparezca,0,1,0
aparicio,0,0,1
aparicion,1,0,0
apariciones,0,1,0
apariencia,2,0,2
aparta,0,0,1
apartaba,0,1,0
apartabanse,1,0,0
apartadas,0,1,0
apartado,1,1,0
apartamos,0,0,1
apartandose,1,0,0
apartar,1,0,1
apartaran,0,0,1
apartarlos,0,0,1
apartarme,0,0,1
apartaron,0,0,1
apartarse,1,0,0
aparte,3,1,4
aparto,0,0,2
apartose,0,1,0
apasionada,0,1,0
apasionadamente,0,1,0
apasionadas,0,1,0
apasionado,0,3,0
apasionamientos,1,0,0
apasionare,0,0,1
apatia,0,1,0
apeabase,1,0,0
apeandose,0,1,0
apearse,0,1,0
apegados,0,1,0
apelar,1,1,0
apelaron,0,1,0
apellido,1,1,0
apellidos,0,2,0
apena,0,0,1
apenadisimo,0,0,1
apenado,0,0,1
apenarnos,0,0,1
apenas,18,23,32
apeno,0,0,1
apercibiera,0,1,0
apercibio,1,0,0
apercibirse,0,1,0
apergaminado,0,1,0
apetecibles,1,0,0
apetitos,0,1,0
apetitoso,0,1,0
apiadaos,0,0,1
aplacar,0,1,0
aplasta,0,0,1
aplastada,1,0,1
aplastado,0,3,0
aplastandoles,0,1,0
aplastandoos,0,1,0
aplastante,1,0,0
aplastar,1,1,0
aplastarlos,1,0,0
aplaude,0,0,1
aplauden,1,0,0
aplaudian,0,2,0
aplaudido,0,1,0
aplaudiendo,0,1,0
aplaudio,1,0,0
aplaudir,1,0,0
aplausos,1,0,0
aplica,0,0,1
aplicada,0,1,0
aplicaron,0,0,1
aplicarte,0,0,1
aplomo,0,3,0
apocalipsis,0,0,2
apocaliptica,0,1,0
apodaban,1,0,0
apodado,1,0,0
apodera,0,0,1
apoderaba,1,0,1
apoderado,1,2,1
apoderamos,0,1,0
apoderandose,0,1,0
